epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681818310397,2023-04-18T13:45:10.397,0.000,-0.013,-0.000,0.000
1681818310407,2023-04-18T13:45:10.407,0.010,-0.020,-0.001,-0.004
1681818310417,2023-04-18T13:45:10.417,0.020,-0.016,-0.002,-0.004
1681818310428,2023-04-18T13:45:10.428,0.031,-0.014,-0.003,-0.002
1681818310436,2023-04-18T13:45:10.436,0.039,-0.011,-0.003,0.003
1681818310447,2023-04-18T13:45:10.447,0.050,-0.011,-0.000,-0.001
1681818310457,2023-04-18T13:45:10.457,0.060,-0.013,-0.004,-0.002
1681818310467,2023-04-18T13:45:10.467,0.070,-0.015,-0.005,-0.001
1681818310477,2023-04-18T13:45:10.477,0.080,-0.016,-0.006,0.004
1681818310486,2023-04-18T13:45:10.486,0.089,-0.021,-0.011,0.007
1681818310497,2023-04-18T13:45:10.497,0.100,-0.026,-0.014,0.005
1681818310507,2023-04-18T13:45:10.507,0.110,-0.032,-0.015,-0.002
1681818310517,2023-04-18T13:45:10.517,0.120,-0.027,-0.015,-0.001
1681818310527,2023-04-18T13:45:10.527,0.130,-0.019,-0.018,0.001
1681818310538,2023-04-18T13:45:10.538,0.141,-0.020,-0.020,0.002
1681818310546,2023-04-18T13:45:10.546,0.149,-0.019,-0.020,0.000
1681818310557,2023-04-18T13:45:10.557,0.160,-0.024,-0.021,-0.003
1681818310567,2023-04-18T13:45:10.567,0.170,-0.023,-0.023,-0.003
1681818310577,2023-04-18T13:45:10.577,0.180,-0.023,-0.021,-0.002
1681818310587,2023-04-18T13:45:10.587,0.190,-0.023,-0.021,-0.003
1681818310596,2023-04-18T13:45:10.596,0.199,-0.023,-0.019,-0.000
1681818310606,2023-04-18T13:45:10.606,0.209,-0.020,-0.015,0.004
1681818310617,2023-04-18T13:45:10.617,0.220,-0.018,-0.013,0.003
1681818310627,2023-04-18T13:45:10.627,0.230,-0.020,-0.016,0.004
1681818310637,2023-04-18T13:45:10.637,0.240,-0.020,-0.018,0.001
1681818310647,2023-04-18T13:45:10.647,0.250,-0.020,-0.018,-0.001
1681818310656,2023-04-18T13:45:10.656,0.259,-0.021,-0.016,-0.005
1681818310666,2023-04-18T13:45:10.666,0.269,-0.017,-0.015,-0.004
1681818310677,2023-04-18T13:45:10.677,0.280,-0.016,-0.016,-0.004
1681818310687,2023-04-18T13:45:10.687,0.290,-0.018,-0.016,-0.002
1681818310697,2023-04-18T13:45:10.697,0.300,-0.018,-0.015,-0.000
