epoch (ms),time (01:00),elapsed (s),w (number),x (number),y (number), z (number)
1681819653913,2023-04-18T14:07:33.913,0.000,0.842,-0.166,0.513,0.000
1681819653924,2023-04-18T14:07:33.924,0.011,0.842,-0.166,0.513,0.000
1681819653932,2023-04-18T14:07:33.932,0.019,0.842,-0.166,0.513,0.000
1681819653943,2023-04-18T14:07:33.943,0.030,0.842,-0.166,0.513,0.000
1681819653953,2023-04-18T14:07:33.953,0.040,0.842,-0.166,0.513,0.000
1681819653963,2023-04-18T14:07:33.963,0.050,0.842,-0.166,0.513,0.000
1681819653972,2023-04-18T14:07:33.972,0.059,0.842,-0.166,0.513,0.000
1681819653982,2023-04-18T14:07:33.982,0.069,0.842,-0.167,0.513,0.000
1681819653992,2023-04-18T14:07:33.992,0.079,0.842,-0.167,0.513,0.000
1681819654003,2023-04-18T14:07:34.003,0.090,0.842,-0.167,0.513,0.001
1681819654013,2023-04-18T14:07:34.013,0.100,0.842,-0.167,0.513,0.001
1681819654022,2023-04-18T14:07:34.022,0.109,0.842,-0.167,0.513,0.001
1681819654032,2023-04-18T14:07:34.032,0.119,0.842,-0.167,0.513,0.001
1681819654042,2023-04-18T14:07:34.042,0.129,0.842,-0.167,0.513,0.001
1681819654053,2023-04-18T14:07:34.053,0.140,0.842,-0.167,0.513,0.001
1681819654063,2023-04-18T14:07:34.063,0.150,0.842,-0.167,0.513,0.001
1681819654072,2023-04-18T14:07:34.072,0.159,0.842,-0.167,0.513,0.001
1681819654082,2023-04-18T14:07:34.082,0.169,0.842,-0.167,0.513,0.001
1681819654092,2023-04-18T14:07:34.092,0.179,0.842,-0.167,0.513,0.001
1681819654102,2023-04-18T14:07:34.102,0.189,0.842,-0.167,0.513,0.001
1681819654113,2023-04-18T14:07:34.113,0.200,0.842,-0.167,0.513,0.001
1681819654121,2023-04-18T14:07:34.121,0.208,0.842,-0.167,0.513,0.001
1681819654132,2023-04-18T14:07:34.132,0.219,0.842,-0.167,0.513,0.001
1681819654142,2023-04-18T14:07:34.142,0.229,0.842,-0.167,0.513,0.001
1681819654152,2023-04-18T14:07:34.152,0.239,0.842,-0.167,0.513,0.001
1681819654162,2023-04-18T14:07:34.162,0.249,0.842,-0.167,0.513,0.001
1681819654171,2023-04-18T14:07:34.171,0.258,0.842,-0.167,0.513,0.001
1681819654181,2023-04-18T14:07:34.181,0.268,0.842,-0.167,0.513,0.001
1681819654192,2023-04-18T14:07:34.192,0.279,0.842,-0.167,0.513,0.001
1681819654202,2023-04-18T14:07:34.202,0.289,0.842,-0.167,0.513,0.001
1681819654211,2023-04-18T14:07:34.211,0.298,0.842,-0.167,0.513,0.001
1681819654221,2023-04-18T14:07:34.221,0.308,0.842,-0.167,0.513,0.001
1681819654231,2023-04-18T14:07:34.231,0.318,0.842,-0.167,0.513,0.001
1681819654241,2023-04-18T14:07:34.241,0.328,0.842,-0.167,0.513,0.001
1681819654252,2023-04-18T14:07:34.252,0.339,0.842,-0.167,0.513,0.001
1681819654261,2023-04-18T14:07:34.261,0.348,0.842,-0.167,0.513,0.001
1681819654271,2023-04-18T14:07:34.271,0.358,0.842,-0.167,0.513,0.001
1681819654281,2023-04-18T14:07:34.281,0.368,0.842,-0.167,0.513,0.001
1681819654291,2023-04-18T14:07:34.291,0.378,0.842,-0.167,0.513,0.001
1681819654302,2023-04-18T14:07:34.302,0.389,0.842,-0.167,0.513,0.001
1681819654310,2023-04-18T14:07:34.310,0.397,0.842,-0.167,0.513,0.001
1681819654321,2023-04-18T14:07:34.321,0.408,0.842,-0.167,0.513,0.001
1681819654331,2023-04-18T14:07:34.331,0.418,0.842,-0.167,0.513,0.001
1681819654341,2023-04-18T14:07:34.341,0.428,0.842,-0.167,0.513,0.001
1681819654351,2023-04-18T14:07:34.351,0.438,0.842,-0.167,0.513,0.001
